town,county,week_start,Amoxicillin,Coartem,Flagyl,Imodium,ORS,Panadol,Piriton,Septrin,Coartem_baseline,Coartem_ratio,Panadol_baseline,Panadol_ratio,Flagyl_baseline,Flagyl_ratio,ORS_baseline,ORS_ratio,Imodium_baseline,Imodium_ratio,Septrin_baseline,Septrin_ratio,Amoxicillin_baseline,Amoxicillin_ratio,Piriton_baseline,Piriton_ratio,score_malaria,score_gi,score_respiratory,score_composite,alert_level,rainfall_mm,humidity_pct
Kisumu,Kisumu,2024-09-09,35,117,117,112,230,506,32,37,232.5,0.5032258064516129,483.75,1.0459948320413437,114.5,1.0218340611353711,175.0,1.3142857142857143,93.0,1.2043010752688172,48.25,0.7668393782383419,39.0,0.8974358974358975,48.0,0.6666666666666666,0.009,0.138,0.0,0.05145,GREEN,12.2,75.3
Kisumu,Kisumu,2024-09-16,36,86,130,91,232,480,29,36,206.25,0.416969696969697,491.0,0.9775967413441955,124.0,1.0483870967741935,194.25,1.1943371943371943,99.75,0.9122807017543859,41.25,0.8727272727272727,32.75,1.099236641221374,44.0,0.6590909090909091,0.0,0.066,0.025,0.0306,GREEN,9.8,73.9
Kisumu,Kisumu,2024-09-23,28,96,101,68,168,400,42,32,160.5,0.5981308411214953,484.75,0.8251676121712223,124.0,0.8145161290322581,207.0,0.8115942028985508,96.75,0.7028423772609819,39.25,0.8152866242038217,31.75,0.8818897637795275,37.25,1.1275167785234899,0.0,0.0,0.021,0.0063,GREEN,7.5,75.0
Kisumu,Kisumu,2024-09-30,38,75,87,77,174,214,40,41,130.75,0.5736137667304015,478.5,0.44723092998955066,118.5,0.7341772151898734,210.25,0.8275862068965517,88.75,0.8676056338028169,35.75,1.1468531468531469,32.5,1.1692307692307693,37.5,1.0666666666666667,0.0,0.0,0.093,0.027899999999999998,GREEN,42.1,75.7
Kisumu,Kisumu,2024-10-07,24,92,80,218,132,297,41,53,93.5,0.983957219251337,400.0,0.7425,108.75,0.735632183908046,201.0,0.6567164179104478,87.0,2.5057471264367814,36.5,1.452054794520548,34.25,0.7007299270072993,35.75,1.1468531468531469,0.0,0.351,0.145,0.16635,AMBER,58.7,79.8
Kisumu,Kisumu,2024-10-14,39,106,56,219,141,445,44,60,87.25,1.2148997134670487,347.75,1.2796549245147375,99.5,0.5628140703517588,176.5,0.7988668555240793,113.5,1.9295154185022025,40.5,1.4814814814814814,31.5,1.2380952380952381,38.0,1.1578947368421053,0.158,0.217,0.214,0.19544999999999996,AMBER,81.9,78.8
Kisumu,Kisumu,2024-10-21,26,98,146,304,206,503,41,41,92.25,1.062330623306233,339.0,1.4837758112094395,81.0,1.8024691358024691,153.75,1.3398373983739837,145.5,2.089347079037801,46.5,0.8817204301075269,32.25,0.8062015503875969,41.75,0.9820359281437125,0.126,0.572,0.0,0.24429999999999996,AMBER,101.9,79.8
Kisumu,Kisumu,2024-10-28,32,125,174,776,233,540,41,52,92.75,1.3477088948787062,364.75,1.4804660726525016,92.25,1.886178861788618,163.25,1.4272588055130169,204.5,3.7946210268948657,48.75,1.0666666666666667,31.75,1.0078740157480315,41.5,0.9879518072289156,0.261,1.017,0.02,0.4532999999999999,RED,123.0,80.3
Kisumu,Kisumu,2024-11-04,38,130,127,810,223,809,43,42,105.25,1.2351543942992873,446.25,1.8128851540616246,114.0,1.1140350877192982,178.0,1.252808988764045,379.25,2.135794330916282,51.5,0.8155339805825242,30.25,1.256198347107438,41.75,1.029940119760479,0.274,0.365,0.069,0.24435,AMBER,128.5,84.8
Kisumu,Kisumu,2024-11-11,41,118,137,814,152,544,51,41,114.75,1.028322440087146,574.25,0.9473225946887244,125.75,1.0894632206759443,200.75,0.7571606475716065,527.25,1.543859649122807,48.75,0.841025641025641,33.75,1.2148148148148148,42.25,1.2071005917159763,0.013,0.152,0.088,0.08414999999999999,GREEN,120.2,81.0
Kisumu,Kisumu,2024-11-18,52,121,131,238,205,546,62,70,117.75,1.0276008492569002,599.0,0.9115191986644408,146.0,0.8972602739726028,203.5,1.0073710073710074,676.0,0.3520710059171598,44.0,1.5909090909090908,34.25,1.5182481751824817,44.0,1.4090909090909092,0.013,0.002,0.355,0.11175,GREEN,114.3,80.8
Kisumu,Kisumu,2024-11-25,56,117,142,215,152,472,70,73,123.5,0.9473684210526315,609.75,0.7740877408774087,142.25,0.9982425307557118,203.25,0.7478474784747847,659.5,0.3260045489006823,51.25,1.424390243902439,40.75,1.3742331288343559,49.25,1.4213197969543148,0.0,0.0,0.277,0.08310000000000001,GREEN,108.8,79.9
Kisumu,Kisumu,2024-12-02,66,118,113,161,183,379,80,95,121.5,0.9711934156378601,592.75,0.6393926613243357,134.25,0.8417132216014898,183.0,1.0,519.25,0.3100625902744343,56.5,1.6814159292035398,46.75,1.411764705882353,56.5,1.415929203539823,0.0,0.0,0.354,0.10619999999999999,GREEN,79.8,77.7
Kisumu,Kisumu,2024-12-09,65,74,90,57,148,257,60,59,118.5,0.6244725738396625,485.25,0.5296239052035033,130.75,0.6883365200764818,173.0,0.8554913294797688,357.0,0.15966386554621848,69.75,0.8458781362007168,53.75,1.2093023255813953,65.75,0.9125475285171103,0.0,0.0,0.052,0.0156,GREEN,60.7,78.6
Kisumu,Kisumu,2024-12-16,51,96,100,83,143,384,70,106,107.5,0.8930232558139535,413.5,0.9286577992744861,119.0,0.8403361344537815,172.0,0.8313953488372093,167.75,0.4947839046199702,74.25,1.4276094276094276,59.75,0.8535564853556485,68.0,1.0294117647058822,0.0,0.0,0.119,0.035699999999999996,GREEN,39.5,78.0
Kisumu,Kisumu,2024-12-23,57,109,115,88,175,365,58,87,101.25,1.0765432098765433,373.0,0.9785522788203753,111.25,1.0337078651685394,156.5,1.1182108626198084,129.0,0.6821705426356589,83.25,1.045045045045045,59.5,0.957983193277311,70.0,0.8285714285714286,0.036,0.041,0.012,0.030549999999999997,GREEN,14.5,72.0
Kisumu,Kisumu,2024-12-30,25,66,78,84,140,333,34,45,99.25,0.6649874055415617,346.25,0.9617328519855596,104.5,0.7464114832535885,162.25,0.8628659476117103,97.25,0.8637532133676092,86.75,0.5187319884726225,59.75,0.41841004184100417,67.0,0.5074626865671642,0.0,0.0,0.0,0.0,GREEN,19.1,74.9
Machakos,Machakos,2023-01-02,54,29,65,79,183,98,156,66,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,GREEN,8.1,54.1
Machakos,Machakos,2023-01-09,45,41,123,85,174,138,201,63,29.0,1.4137931034482758,98.0,1.4081632653061225,65.0,1.8923076923076922,183.0,0.9508196721311475,79.0,1.0759493670886076,66.0,0.9545454545454546,54.0,0.8333333333333334,156.0,1.2884615384615385,0.278,0.271,0.048,0.20654999999999998,AMBER,6.1,55.2
Machakos,Machakos,2023-01-16,46,33,120,82,200,194,157,68,35.0,0.9428571428571428,118.0,1.6440677966101696,94.0,1.2765957446808511,178.5,1.1204481792717087,82.0,1.0,64.5,1.054263565891473,49.5,0.9292929292929293,178.5,0.8795518207282913,0.129,0.11,0.014,0.08785,GREEN,4.7,56.1
Machakos,Machakos,2023-01-23,57,52,122,88,207,173,158,65,34.333333333333336,1.5145631067961165,143.33333333333334,1.2069767441860464,102.66666666666667,1.1883116883116882,185.66666666666666,1.1149012567324956,82.0,1.0731707317073171,65.66666666666667,0.9898477157360406,48.333333333333336,1.1793103448275861,171.33333333333334,0.9221789883268482,0.286,0.101,0.045,0.14895,GREEN,8.0,57.3
Machakos,Machakos,2023-01-30,51,37,129,91,233,145,164,51,38.75,0.9548387096774194,150.75,0.9618573797678275,107.5,1.2,191.0,1.219895287958115,83.5,1.089820359281437,65.5,0.7786259541984732,50.5,1.00990099009901,168.0,0.9761904761904762,0.0,0.136,0.002,0.04820000000000001,GREEN,6.0,55.5
Machakos,Machakos,2023-02-06,71,46,182,94,232,191,201,93,40.75,1.1288343558282208,162.5,1.1753846153846155,123.5,1.4736842105263157,203.5,1.1400491400491402,86.5,1.0867052023121386,61.75,1.5060728744939271,49.75,1.4271356783919598,170.0,1.1823529411764706,0.096,0.192,0.272,0.1824,AMBER,8.3,55.2
Machakos,Machakos,2023-02-13,78,36,131,92,163,164,91,125,42.0,0.8571428571428571,175.75,0.9331436699857752,138.25,0.9475587703435805,218.0,0.7477064220183486,88.75,1.036619718309859,69.25,1.8050541516245486,56.25,1.3866666666666667,170.0,0.5352941176470588,0.0,0.009,0.311,0.09645,GREEN,12.1,54.9
Machakos,Machakos,2023-02-20,64,40,89,79,199,114,82,92,42.75,0.935672514619883,168.25,0.6775631500742942,141.0,0.6312056737588653,208.75,0.9532934131736527,91.25,0.8657534246575342,83.5,1.1017964071856288,64.25,0.9961089494163424,153.5,0.5342019543973942,0.0,0.0,0.027,0.0081,GREEN,4.7,56.8
Machakos,Machakos,2023-02-27,81,31,69,66,127,87,110,129,39.75,0.779874213836478,153.5,0.5667752442996743,132.75,0.519774011299435,206.75,0.6142684401451027,89.0,0.7415730337078652,90.25,1.4293628808864265,66.0,1.2272727272727273,134.5,0.8178438661710037,0.0,0.0,0.171,0.051300000000000005,GREEN,7.7,55.2
Machakos,Machakos,2023-03-06,97,18,90,53,141,77,112,100,38.25,0.47058823529411764,139.0,0.5539568345323741,117.75,0.7643312101910829,180.25,0.782246879334258,82.75,0.6404833836858006,109.75,0.9111617312072893,73.5,1.3197278911564625,121.0,0.9256198347107438,0.0,0.0,0.08,0.024,GREEN,23.1,57.4
Machakos,Machakos,2023-03-13,67,33,197,55,168,129,256,115,31.25,1.056,110.5,1.167420814479638,94.75,2.079155672823219,157.5,1.0666666666666667,72.5,0.7586206896551724,111.5,1.031390134529148,80.0,0.8375,98.75,2.5924050632911393,0.06,0.324,0.274,0.21660000000000001,AMBER,37.8,59.2
Machakos,Machakos,2023-03-20,82,34,217,94,125,131,295,130,30.5,1.1147540983606556,101.75,1.2874692874692875,111.25,1.950561797752809,158.75,0.7874015748031497,63.25,1.4861660079051384,109.0,1.1926605504587156,77.25,1.0614886731391586,140.0,2.107142857142857,0.112,0.383,0.251,0.24855,AMBER,45.1,58.5
Machakos,Machakos,2023-03-27,194,47,193,116,196,157,246,88,29.0,1.6206896551724137,106.0,1.4811320754716981,143.25,1.3472949389179756,140.25,1.3975044563279857,67.0,1.7313432835820894,118.5,0.7426160337552743,81.75,2.3730886850152904,193.25,1.2729624838292368,0.391,0.375,0.389,0.38480000000000003,AMBER,60.5,62.9
Machakos,Machakos,2023-04-03,124,45,244,108,190,133,206,82,33.0,1.3636363636363635,123.5,1.0769230769230769,174.25,1.4002869440459111,157.5,1.2063492063492063,79.5,1.3584905660377358,108.25,0.7575057736720554,110.0,1.1272727272727272,227.25,0.9064906490649065,0.188,0.252,0.032,0.1636,AMBER,63.2,64.1
Machakos,Machakos,2023-04-10,346,48,211,76,184,193,147,49,39.75,1.2075471698113207,137.5,1.4036363636363636,212.75,0.9917743830787309,169.75,1.0839469808541973,93.25,0.8150134048257373,103.75,0.472289156626506,116.75,2.9635974304068524,250.75,0.5862412761714856,0.179,0.022,0.491,0.21764999999999998,AMBER,59.2,62.5
Machakos,Machakos,2023-04-17,298,38,255,103,246,117,154,61,43.5,0.8735632183908046,153.5,0.762214983713355,216.25,1.1791907514450868,173.75,1.4158273381294963,98.5,1.0456852791878173,87.25,0.6991404011461319,186.5,1.5978552278820375,223.5,0.6890380313199105,0.0,0.172,0.149,0.1049,GREEN,61.9,62.2
Machakos,Machakos,2023-04-24,281,38,133,100,174,140,63,48,44.5,0.8539325842696629,150.0,0.9333333333333333,225.75,0.5891472868217055,204.0,0.8529411764705882,100.75,0.9925558312655087,70.0,0.6857142857142857,240.5,1.1683991683991684,188.25,0.3346613545816733,0.0,0.0,0.042,0.0126,GREEN,55.1,61.1
Machakos,Machakos,2023-05-01,341,34,97,74,155,146,59,72,42.25,0.8047337278106509,145.75,1.0017152658662092,210.75,0.46026097271648875,198.5,0.7808564231738035,96.75,0.7648578811369509,60.0,1.2,262.25,1.3002859866539562,142.5,0.41403508771929826,0.0,0.0,0.128,0.0384,GREEN,51.9,62.3
Machakos,Machakos,2023-05-08,86,35,108,193,156,96,55,76,39.5,0.8860759493670886,149.0,0.6442953020134228,174.0,0.6206896551724138,189.75,0.8221343873517787,88.25,2.186968838526912,57.5,1.3217391304347825,316.5,0.2717219589257504,105.75,0.5200945626477541,0.0,0.277,0.086,0.12275,GREEN,41.0,59.7
Machakos,Machakos,2023-05-15,109,30,79,141,143,98,37,65,36.25,0.8275862068965517,124.75,0.7855711422845691,148.25,0.5328836424957841,182.75,0.7824897400820794,117.5,1.2,64.25,1.0116731517509727,251.5,0.43339960238568587,82.75,0.4471299093655589,0.0,0.047,0.003,0.01735,GREEN,29.4,59.1
Machakos,Machakos,2023-05-22,68,27,99,221,151,100,65,70,34.25,0.7883211678832117,120.0,0.8333333333333334,104.25,0.9496402877697842,157.0,0.9617834394904459,127.0,1.7401574803149606,65.25,1.0727969348659003,204.25,0.3329253365973072,53.5,1.2149532710280373,0.0,0.173,0.055,0.07705,GREEN,16.6,57.7
Machakos,Machakos,2023-05-29,54,119,85,216,207,112,68,64,31.5,3.7777777777777777,110.0,1.018181818181818,95.75,0.8877284595300261,151.25,1.368595041322314,157.25,1.3736089030206677,70.75,0.9045936395759717,151.0,0.3576158940397351,54.0,1.2592592592592593,1.323,0.185,0.043,0.5407,RED,12.6,56.0
Machakos,Machakos,2023-06-05,43,78,120,194,208,186,48,75,52.75,1.4786729857819905,101.5,1.832512315270936,92.75,1.2938005390835579,164.25,1.2663622526636225,192.75,1.006485084306096,68.75,1.0909090909090908,79.25,0.5425867507886435,56.25,0.8533333333333334,0.394,0.156,0.024,0.19970000000000002,AMBER,6.8,56.0
Machakos,Machakos,2023-06-12,60,102,110,262,428,171,64,69,63.5,1.6062992125984252,124.0,1.3790322580645162,95.75,1.1488250652741514,177.25,2.414668547249647,193.0,1.3575129533678756,68.5,1.0072992700729928,68.5,0.8759124087591241,54.5,1.1743119266055047,0.364,0.503,0.031,0.31275,AMBER,13.5,55.1
Machakos,Machakos,2023-06-19,42,109,134,108,596,184,53,47,81.5,1.3374233128834356,142.25,1.2934973637961336,103.5,1.2946859903381642,248.5,2.398390342052314,223.25,0.48376259798432253,69.5,0.6762589928057554,56.25,0.7466666666666667,61.25,0.8653061224489796,0.219,0.456,0.0,0.23625,AMBER,7.5,54.2
Machakos,Machakos,2023-06-26,55,99,149,95,581,193,67,94,102.0,0.9705882352941176,163.25,1.1822358346094946,112.25,1.3273942093541202,359.75,1.6150104239054899,195.0,0.48717948717948717,63.75,1.4745098039215687,49.75,1.1055276381909547,58.25,1.150214592274678,0.036,0.257,0.178,0.15595,AMBER,10.6,55.5
Machakos,Machakos,2023-07-03,58,88,121,93,644,94,99,90,97.0,0.9072164948453608,183.5,0.5122615803814714,128.25,0.9434697855750487,453.25,1.420849420849421,164.75,0.5644916540212443,71.25,1.263157894736842,50.0,1.16,58.0,1.706896551724138,0.0,0.112,0.228,0.1076,GREEN,6.2,54.5
Machakos,Machakos,2023-07-10,81,39,91,78,332,151,78,86,99.5,0.39195979899497485,160.5,0.940809968847352,128.5,0.708171206225681,562.25,0.5904846598488217,139.5,0.5591397849462365,75.0,1.1466666666666667,53.75,1.5069767441860464,70.75,1.1024734982332156,0.0,0.0,0.183,0.0549,GREEN,9.6,55.2
Machakos,Machakos,2023-07-17,99,30,101,58,663,102,83,105,83.75,0.3582089552238806,155.5,0.6559485530546624,123.75,0.8161616161616162,538.25,1.231769623780771,93.5,0.6203208556149733,79.25,1.3249211356466877,59.0,1.6779661016949152,74.25,1.1178451178451179,0.0,0.062,0.276,0.1045,GREEN,6.6,55.8
Machakos,Machakos,2023-07-24,72,25,83,57,140,82,126,82,64.0,0.390625,135.0,0.6074074074074074,115.5,0.7186147186147186,555.0,0.25225225225225223,81.0,0.7037037037037037,93.75,0.8746666666666667,73.25,0.9829351535836177,81.75,1.5412844036697249,0.0,0.0,0.09,0.027,GREEN,5.8,54.8
Machakos,Machakos,2023-07-31,57,34,121,75,158,123,95,91,45.5,0.7472527472527473,107.25,1.1468531468531469,99.0,1.2222222222222223,444.75,0.3552557616638561,71.5,1.048951048951049,90.75,1.002754820936639,77.5,0.7354838709677419,96.5,0.9844559585492227,0.029,0.074,0.001,0.03635,GREEN,4.9,55.3
Machakos,Machakos,2023-08-07,90,38,110,78,207,130,109,108,32.0,1.1875,114.5,1.1353711790393013,99.0,1.1111111111111112,323.25,0.6403712296983759,67.0,1.164179104477612,91.0,1.1868131868131868,77.25,1.1650485436893203,95.5,1.1413612565445026,0.116,0.07,0.115,0.0996,GREEN,8.3,54.9
Machakos,Machakos,2023-08-14,86,46,106,97,261,169,63,99,31.75,1.4488188976377954,109.25,1.5469107551487413,103.75,1.0216867469879518,292.0,0.8938356164383562,67.0,1.4477611940298507,96.5,1.0259067357512954,79.5,1.0817610062893082,103.25,0.6101694915254238,0.323,0.111,0.027,0.15999999999999998,AMBER,12.3,53.5
Machakos,Machakos,2023-08-21,83,44,137,86,231,166,55,86,35.75,1.2307692307692308,126.0,1.3174603174603174,105.0,1.3047619047619048,191.5,1.206266318537859,76.75,1.1205211726384365,95.0,0.9052631578947369,76.25,1.0885245901639344,98.25,0.5597964376590331,0.173,0.169,0.022,0.1263,GREEN,5.7,54.5
Machakos,Machakos,2023-08-28,104,37,122,89,238,175,50,68,40.5,0.9135802469135802,147.0,1.1904761904761905,118.5,1.029535864978903,214.25,1.1108518086347725,84.0,1.0595238095238095,96.0,0.7083333333333334,79.0,1.3164556962025316,80.5,0.6211180124223602,0.038,0.052,0.079,0.0552,GREEN,7.0,54.1
Machakos,Machakos,2023-09-04,100,52,124,103,360,155,54,60,41.25,1.2606060606060605,160.0,0.96875,118.75,1.0442105263157895,234.25,1.536819637139808,87.5,1.177142857142857,90.25,0.6648199445983379,90.75,1.1019283746556474,69.25,0.779783393501805,0.124,0.197,0.025,0.11984999999999998,GREEN,4.1,53.7
Machakos,Machakos,2023-09-11,86,38,100,90,327,131,46,67,44.75,0.8491620111731844,166.25,0.7879699248120301,122.25,0.8179959100204499,272.5,1.2,93.75,0.96,78.25,0.8562300319488818,93.25,0.9222520107238605,55.5,0.8288288288288288,0.0,0.053,0.0,0.018549999999999997,GREEN,13.2,53.6
Machakos,Machakos,2023-09-18,77,32,104,74,283,122,62,63,42.75,0.7485380116959064,156.75,0.7783094098883573,120.75,0.8612836438923396,289.0,0.9792387543252595,92.0,0.8043478260869565,70.25,0.896797153024911,93.25,0.8257372654155496,51.25,1.2097560975609756,0.0,0.0,0.035,0.0105,GREEN,8.9,54.1
Machakos,Machakos,2023-09-25,112,30,93,150,234,113,62,51,39.75,0.7547169811320755,145.75,0.7753001715265866,112.5,0.8266666666666667,302.0,0.7748344370860927,89.0,1.6853932584269662,64.5,0.7906976744186046,91.75,1.220708446866485,53.0,1.169811320754717,0.0,0.16,0.083,0.0809,GREEN,7.1,59.0
Machakos,Machakos,2023-10-02,51,21,76,99,202,115,51,60,38.0,0.5526315789473685,130.25,0.8829174664107485,105.25,0.7220902612826603,301.0,0.6710963455149501,104.25,0.9496402877697842,60.25,0.995850622406639,93.75,0.544,56.0,0.9107142857142857,0.0,0.0,0.0,0.0,GREEN,26.3,58.5
Machakos,Machakos,2023-10-09,51,29,84,116,213,140,51,77,30.25,0.9586776859504132,120.25,1.1642411642411643,93.25,0.900804289544236,261.5,0.8145315487571702,103.25,1.1234866828087167,60.25,1.2780082987551866,81.5,0.6257668711656442,55.25,0.9230769230769231,0.033,0.029,0.074,0.043899999999999995,GREEN,34.8,61.5
Machakos,Machakos,2023-10-16,45,39,110,86,174,124,52,84,28.0,1.3928571428571428,122.5,1.0122448979591836,89.25,1.2324929971988796,233.0,0.7467811158798283,109.75,0.7835990888382688,62.75,1.3386454183266931,72.75,0.6185567010309279,56.5,0.9203539823008849,0.189,0.066,0.09,0.11624999999999999,GREEN,40.7,61.1
Machakos,Machakos,2023-10-23,44,44,100,150,144,157,48,74,29.75,1.4789915966386555,123.0,1.2764227642276422,90.75,1.1019283746556474,205.75,0.6998784933171325,112.75,1.3303769401330376,68.0,1.088235294117647,64.75,0.6795366795366795,54.0,0.8888888888888888,0.283,0.106,0.024,0.14335,GREEN,54.5,62.4
Machakos,Machakos,2023-10-30,31,39,101,206,210,412,33,83,33.25,1.1729323308270676,134.0,3.074626865671642,92.5,1.0918918918918918,183.25,1.145975443383356,112.75,1.8270509977827052,73.75,1.1254237288135593,47.75,0.6492146596858639,50.5,0.6534653465346535,0.497,0.258,0.033,0.27415,AMBER,59.7,64.3
Machakos,Machakos,2023-11-06,48,42,138,65,207,449,58,68,37.75,1.1125827814569536,208.25,2.156062424969988,98.75,1.3974683544303796,185.25,1.1174089068825912,139.5,0.4659498207885305,79.5,0.8553459119496856,42.75,1.1228070175438596,46.0,1.2608695652173914,0.285,0.144,0.074,0.17234999999999998,AMBER,59.6,64.2
Machakos,Machakos,2023-11-13,73,52,134,79,209,447,67,104,41.0,1.2682926829268293,285.5,1.5656742556917689,112.25,1.1937639198218264,183.75,1.1374149659863946,126.75,0.6232741617357002,77.25,1.3462783171521036,42.0,1.7380952380952381,47.75,1.4031413612565444,0.241,0.092,0.344,0.21974999999999997,AMBER,66.1,63.3
Machakos,Machakos,2023-11-20,61,45,93,93,178,433,79,125,44.25,1.0169491525423728,366.25,1.1822525597269624,118.25,0.7864693446088795,192.5,0.9246753246753247,125.0,0.744,82.25,1.5197568389057752,49.0,1.2448979591836735,51.5,1.5339805825242718,0.045,0.0,0.289,0.10244999999999999,GREEN,56.0,64.3
Machakos,Machakos,2023-11-27,60,48,77,52,257,200,78,78,44.5,1.0786516853932584,435.25,0.4595060310166571,116.5,0.6609442060085837,201.0,1.2786069651741294,110.75,0.46952595936794583,95.0,0.8210526315789474,53.25,1.1267605633802817,59.25,1.3164556962025316,0.037,0.074,0.084,0.06405,GREEN,49.9,61.3
Machakos,Machakos,2023-12-04,88,36,78,64,186,313,109,116,46.75,0.7700534759358288,382.25,0.8188358404185743,110.5,0.7058823529411765,212.75,0.8742655699177438,72.25,0.8858131487889274,93.75,1.2373333333333334,60.5,1.4545454545454546,70.5,1.5460992907801419,0.0,0.0,0.268,0.0804,GREEN,38.3,61.3
Machakos,Machakos,2023-12-11,92,28,76,69,106,85,136,116,45.25,0.6187845303867403,348.25,0.2440775305096913,95.5,0.7958115183246073,207.5,0.5108433734939759,72.0,0.9583333333333334,105.75,1.0969267139479906,70.5,1.3049645390070923,83.25,1.6336336336336337,0.0,0.0,0.208,0.0624,GREEN,27.8,56.2
Machakos,Machakos,2023-12-18,75,24,108,91,159,103,85,105,39.25,0.6114649681528662,257.75,0.39961202715809896,81.0,1.3333333333333333,181.75,0.874828060522696,69.5,1.3093525179856116,108.75,0.9655172413793104,75.25,0.9966777408637874,100.5,0.845771144278607,0.0,0.167,0.0,0.05845,GREEN,17.5,56.9
Machakos,Machakos,2023-12-25,73,41,103,83,160,154,111,114,34.0,1.2058823529411764,175.25,0.8787446504992867,84.75,1.2153392330383481,177.0,0.903954802259887,69.0,1.2028985507246377,103.75,1.0987951807228915,78.75,0.926984126984127,102.0,1.088235294117647,0.098,0.108,0.041,0.0844,GREEN,10.5,55.1
Machakos,Machakos,2024-01-01,51,30,82,60,131,140,62,68,32.25,0.9302325581395349,163.75,0.8549618320610687,91.25,0.8986301369863013,152.75,0.8576104746317512,76.75,0.7817589576547231,112.75,0.6031042128603105,82.0,0.6219512195121951,110.25,0.562358276643991,0.0,0.0,0.0,0.0,GREEN,4.6,57.1
Machakos,Machakos,2024-01-08,48,34,108,68,141,152,59,154,30.75,1.1056910569105691,120.5,1.2614107883817427,92.25,1.170731707317073,139.0,1.014388489208633,75.75,0.8976897689768977,100.75,1.5285359801488834,72.75,0.6597938144329897,98.5,0.5989847715736041,0.102,0.052,0.141,0.09619999999999998,GREEN,11.1,55.8
Machakos,Machakos,2024-01-15,57,43,114,89,206,143,55,172,32.25,1.3333333333333333,137.25,1.041894353369763,100.25,1.1371571072319202,147.75,1.3942470389170898,75.5,1.1788079470198676,110.25,1.560090702947846,61.75,0.9230769230769231,79.25,0.694006309148265,0.167,0.186,0.149,0.16824999999999998,AMBER,12.1,55.5
Machakos,Machakos,2024-01-22,68,51,97,96,183,140,58,204,37.0,1.3783783783783783,147.25,0.9507640067911715,101.75,0.9533169533169533,159.5,1.1473354231974922,75.0,1.28,127.0,1.6062992125984252,57.25,1.1877729257641922,71.75,0.8083623693379791,0.18,0.105,0.209,0.16244999999999998,AMBER,7.5,55.9
Machakos,Machakos,2024-01-29,37,49,99,120,238,94,69,178,39.5,1.240506329113924,143.75,0.6539130434782608,100.25,0.9875311720698254,165.25,1.4402420574886536,78.25,1.5335463258785942,149.5,1.1906354515050168,56.0,0.6607142857142857,58.5,1.1794871794871795,0.114,0.242,0.081,0.14889999999999998,GREEN,4.0,56.7
Machakos,Machakos,2024-02-05,71,105,98,105,235,172,59,230,44.25,2.3728813559322033,132.25,1.3005671077504726,104.5,0.937799043062201,192.0,1.2239583333333333,93.25,1.126005361930295,177.0,1.2994350282485876,52.5,1.3523809523809525,60.25,0.979253112033195,0.712,0.089,0.168,0.33075,AMBER,13.1,55.0
Machakos,Machakos,2024-02-12,71,126,159,88,233,169,79,234,62.0,2.032258064516129,137.25,1.2313296903460837,102.0,1.5588235294117647,215.5,1.0812064965197217,102.5,0.8585365853658536,196.0,1.1938775510204083,58.25,1.2188841201716738,60.25,1.3112033195020747,0.537,0.18,0.158,0.29835,AMBER,9.6,56.3
Machakos,Machakos,2024-02-19,94,90,119,75,153,136,109,113,82.75,1.0876132930513596,143.75,0.9460869565217391,113.25,1.0507726269315674,222.25,0.688413948256468,102.25,0.7334963325183375,211.5,0.5342789598108747,61.75,1.5222672064777327,66.25,1.6452830188679246,0.042,0.014,0.238,0.091,GREEN,11.0,52.7
Machakos,Machakos,2024-02-26,91,86,84,101,165,131,112,92,92.5,0.9297297297297298,142.75,0.9176882661996497,118.75,0.7073684210526315,214.75,0.7683352735739232,97.0,1.041237113402062,188.75,0.48741721854304637,68.25,1.3333333333333333,79.0,1.4177215189873418,0.0,0.01,0.153,0.0494,GREEN,10.2,54.1
Machakos,Machakos,2024-03-04,85,62,91,64,142,72,83,106,101.75,0.6093366093366094,152.0,0.47368421052631576,115.0,0.7913043478260869,196.5,0.72264631043257,92.25,0.6937669376693767,167.25,0.6337817638266069,81.75,1.039755351681957,89.75,0.924791086350975,0.0,0.0,0.01,0.003,GREEN,23.7,55.9
Machakos,Machakos,2024-03-11,92,81,85,62,143,112,95,111,91.0,0.8901098901098901,127.0,0.8818897637795275,113.25,0.7505518763796909,173.25,0.8253968253968254,82.0,0.7560975609756098,136.25,0.8146788990825689,85.25,1.0791788856304985,95.75,0.9921671018276762,0.0,0.0,0.02,0.006,GREEN,32.1,61.6
Machakos,Machakos,2024-03-18,73,41,123,76,155,132,102,85,79.75,0.5141065830721003,112.75,1.170731707317073,94.75,1.2981530343007917,150.75,1.0281923714759535,75.5,1.0066225165562914,105.5,0.8056872037914692,90.5,0.8066298342541437,99.75,1.0225563909774436,0.034,0.094,0.004,0.046,GREEN,51.3,61.2
Machakos,Machakos,2024-03-25,62,35,117,75,240,153,91,83,67.5,0.5185185185185185,111.75,1.3691275167785235,95.75,1.2219321148825066,151.25,1.5867768595041323,75.75,0.9900990099009901,98.5,0.8426395939086294,85.25,0.7272727272727273,98.0,0.9285714285714286,0.074,0.219,0.0,0.10254999999999999,GREEN,50.7,60.5
