week_start,town,county,drug,signal,units_sold,drug_weight
2023-06-26,Kericho,Kericho,Amoxicillin,respiratory,126,0.75
2023-07-03,Kericho,Kericho,Amoxicillin,respiratory,119,0.75
2023-07-10,Kericho,Kericho,Amoxicillin,respiratory,129,0.75
2023-07-17,Kericho,Kericho,Amoxicillin,respiratory,167,0.75
2023-07-24,Kericho,Kericho,Amoxicillin,respiratory,126,0.75
2023-07-31,Kericho,Kericho,Amoxicillin,respiratory,112,0.75
2023-08-07,Kericho,Kericho,Amoxicillin,respiratory,167,0.75
2023-08-14,Kericho,Kericho,Amoxicillin,respiratory,162,0.75
2023-08-21,Kericho,Kericho,Amoxicillin,respiratory,112,0.75
2023-08-28,Kericho,Kericho,Amoxicillin,respiratory,89,0.75
2023-09-04,Kericho,Kericho,Amoxicillin,respiratory,114,0.75
2023-09-11,Kericho,Kericho,Amoxicillin,respiratory,82,0.75
2023-09-18,Kericho,Kericho,Amoxicillin,respiratory,79,0.75
2023-09-25,Kericho,Kericho,Amoxicillin,respiratory,110,0.75
2023-10-02,Kericho,Kericho,Amoxicillin,respiratory,99,0.75
2023-10-09,Kericho,Kericho,Amoxicillin,respiratory,115,0.75
2023-10-16,Kericho,Kericho,Amoxicillin,respiratory,67,0.75
2023-10-23,Kericho,Kericho,Amoxicillin,respiratory,78,0.75
2023-10-30,Kericho,Kericho,Amoxicillin,respiratory,99,0.75
2023-11-06,Kericho,Kericho,Amoxicillin,respiratory,105,0.75
2023-11-13,Kericho,Kericho,Amoxicillin,respiratory,136,0.75
2023-11-20,Kericho,Kericho,Amoxicillin,respiratory,143,0.75
2023-11-27,Kericho,Kericho,Amoxicillin,respiratory,159,0.75
2023-12-04,Kericho,Kericho,Amoxicillin,respiratory,155,0.75
2023-12-11,Kericho,Kericho,Amoxicillin,respiratory,208,0.75
2023-12-18,Kericho,Kericho,Amoxicillin,respiratory,138,0.75
2023-12-25,Kericho,Kericho,Amoxicillin,respiratory,163,0.75
2024-01-01,Kericho,Kericho,Amoxicillin,respiratory,84,0.75
2024-01-08,Kericho,Kericho,Amoxicillin,respiratory,318,0.75
2024-01-15,Kericho,Kericho,Amoxicillin,respiratory,249,0.75
2024-01-22,Kericho,Kericho,Amoxicillin,respiratory,327,0.75
2024-01-29,Kericho,Kericho,Amoxicillin,respiratory,300,0.75
2024-02-05,Kericho,Kericho,Amoxicillin,respiratory,452,0.75
2024-02-12,Kericho,Kericho,Amoxicillin,respiratory,398,0.75
2024-02-19,Kericho,Kericho,Amoxicillin,respiratory,165,0.75
2024-02-26,Kericho,Kericho,Amoxicillin,respiratory,146,0.75
2024-03-04,Kericho,Kericho,Amoxicillin,respiratory,161,0.75
2024-03-11,Kericho,Kericho,Amoxicillin,respiratory,168,0.75
2024-03-18,Kericho,Kericho,Amoxicillin,respiratory,120,0.75
2024-03-25,Kericho,Kericho,Amoxicillin,respiratory,110,0.75
2024-04-01,Kericho,Kericho,Amoxicillin,respiratory,131,0.75
2024-04-08,Kericho,Kericho,Amoxicillin,respiratory,97,0.75
2024-04-15,Kericho,Kericho,Amoxicillin,respiratory,90,0.75
2024-04-22,Kericho,Kericho,Amoxicillin,respiratory,88,0.75
2024-04-29,Kericho,Kericho,Amoxicillin,respiratory,89,0.75
2024-05-06,Kericho,Kericho,Amoxicillin,respiratory,101,0.75
2024-05-13,Kericho,Kericho,Amoxicillin,respiratory,106,0.75
2024-05-20,Kericho,Kericho,Amoxicillin,respiratory,68,0.75
2024-05-27,Kericho,Kericho,Amoxicillin,respiratory,120,0.75
2024-06-03,Kericho,Kericho,Amoxicillin,respiratory,119,0.75
2024-06-10,Kericho,Kericho,Amoxicillin,respiratory,64,0.75
2024-06-17,Kericho,Kericho,Amoxicillin,respiratory,115,0.75
2024-06-24,Kericho,Kericho,Amoxicillin,respiratory,139,0.75
2024-07-01,Kericho,Kericho,Amoxicillin,respiratory,140,0.75
2024-07-08,Kericho,Kericho,Amoxicillin,respiratory,125,0.75
2024-07-15,Kericho,Kericho,Amoxicillin,respiratory,190,0.75
2024-07-22,Kericho,Kericho,Amoxicillin,respiratory,464,0.75
2024-07-29,Kericho,Kericho,Amoxicillin,respiratory,510,0.75
2024-08-05,Kericho,Kericho,Amoxicillin,respiratory,591,0.75
2024-08-12,Kericho,Kericho,Amoxicillin,respiratory,415,0.75
2024-08-19,Kericho,Kericho,Amoxicillin,respiratory,297,0.75
2024-08-26,Kericho,Kericho,Amoxicillin,respiratory,269,0.75
2024-09-02,Kericho,Kericho,Amoxicillin,respiratory,87,0.75
2024-09-09,Kericho,Kericho,Amoxicillin,respiratory,105,0.75
2024-09-16,Kericho,Kericho,Amoxicillin,respiratory,87,0.75
2024-09-23,Kericho,Kericho,Amoxicillin,respiratory,92,0.75
2024-09-30,Kericho,Kericho,Amoxicillin,respiratory,80,0.75
2024-10-07,Kericho,Kericho,Amoxicillin,respiratory,97,0.75
2024-10-14,Kericho,Kericho,Amoxicillin,respiratory,102,0.75
2024-10-21,Kericho,Kericho,Amoxicillin,respiratory,59,0.75
2024-10-28,Kericho,Kericho,Amoxicillin,respiratory,103,0.75
2024-11-04,Kericho,Kericho,Amoxicillin,respiratory,98,0.75
2024-11-11,Kericho,Kericho,Amoxicillin,respiratory,107,0.75
2024-11-18,Kericho,Kericho,Amoxicillin,respiratory,182,0.75
2024-11-25,Kericho,Kericho,Amoxicillin,respiratory,177,0.75
2024-12-02,Kericho,Kericho,Amoxicillin,respiratory,138,0.75
2024-12-09,Kericho,Kericho,Amoxicillin,respiratory,189,0.75
2024-12-16,Kericho,Kericho,Amoxicillin,respiratory,196,0.75
2024-12-23,Kericho,Kericho,Amoxicillin,respiratory,158,0.75
2024-12-30,Kericho,Kericho,Amoxicillin,respiratory,104,0.75
2023-01-02,Kericho,Kericho,Piriton,respiratory,123,0.5
2023-01-09,Kericho,Kericho,Piriton,respiratory,103,0.5
2023-01-16,Kericho,Kericho,Piriton,respiratory,116,0.5
2023-01-23,Kericho,Kericho,Piriton,respiratory,139,0.5
2023-01-30,Kericho,Kericho,Piriton,respiratory,109,0.5
2023-02-06,Kericho,Kericho,Piriton,respiratory,141,0.5
2023-02-13,Kericho,Kericho,Piriton,respiratory,167,0.5
2023-02-20,Kericho,Kericho,Piriton,respiratory,207,0.5
2023-02-27,Kericho,Kericho,Piriton,respiratory,129,0.5
2023-03-06,Kericho,Kericho,Piriton,respiratory,181,0.5
2023-03-13,Kericho,Kericho,Piriton,respiratory,201,0.5
2023-03-20,Kericho,Kericho,Piriton,respiratory,216,0.5
2023-03-27,Kericho,Kericho,Piriton,respiratory,153,0.5
2023-04-03,Kericho,Kericho,Piriton,respiratory,102,0.5
2023-04-10,Kericho,Kericho,Piriton,respiratory,128,0.5
2023-04-17,Kericho,Kericho,Piriton,respiratory,106,0.5
2023-04-24,Kericho,Kericho,Piriton,respiratory,96,0.5
2023-05-01,Kericho,Kericho,Piriton,respiratory,106,0.5
2023-05-08,Kericho,Kericho,Piriton,respiratory,114,0.5
2023-05-15,Kericho,Kericho,Piriton,respiratory,106,0.5
2023-05-22,Kericho,Kericho,Piriton,respiratory,78,0.5
2023-05-29,Kericho,Kericho,Piriton,respiratory,133,0.5
2023-06-05,Kericho,Kericho,Piriton,respiratory,139,0.5
2023-06-12,Kericho,Kericho,Piriton,respiratory,128,0.5
2023-06-19,Kericho,Kericho,Piriton,respiratory,97,0.5
2023-06-26,Kericho,Kericho,Piriton,respiratory,138,0.5
2023-07-03,Kericho,Kericho,Piriton,respiratory,165,0.5
2023-07-10,Kericho,Kericho,Piriton,respiratory,200,0.5
2023-07-17,Kericho,Kericho,Piriton,respiratory,214,0.5
2023-07-24,Kericho,Kericho,Piriton,respiratory,177,0.5
2023-07-31,Kericho,Kericho,Piriton,respiratory,197,0.5
2023-08-07,Kericho,Kericho,Piriton,respiratory,196,0.5
2023-08-14,Kericho,Kericho,Piriton,respiratory,201,0.5
2023-08-21,Kericho,Kericho,Piriton,respiratory,157,0.5
2023-08-28,Kericho,Kericho,Piriton,respiratory,131,0.5
2023-09-04,Kericho,Kericho,Piriton,respiratory,118,0.5
2023-09-11,Kericho,Kericho,Piriton,respiratory,142,0.5
2023-09-18,Kericho,Kericho,Piriton,respiratory,124,0.5
2023-09-25,Kericho,Kericho,Piriton,respiratory,102,0.5
2023-10-02,Kericho,Kericho,Piriton,respiratory,142,0.5
2023-10-09,Kericho,Kericho,Piriton,respiratory,389,0.5
2023-10-16,Kericho,Kericho,Piriton,respiratory,329,0.5
2023-10-23,Kericho,Kericho,Piriton,respiratory,327,0.5
2023-10-30,Kericho,Kericho,Piriton,respiratory,368,0.5
2023-11-06,Kericho,Kericho,Piriton,respiratory,377,0.5
2023-11-13,Kericho,Kericho,Piriton,respiratory,441,0.5
2023-11-20,Kericho,Kericho,Piriton,respiratory,173,0.5
2023-11-27,Kericho,Kericho,Piriton,respiratory,230,0.5
2023-12-04,Kericho,Kericho,Piriton,respiratory,226,0.5
2023-12-11,Kericho,Kericho,Piriton,respiratory,205,0.5
2023-12-18,Kericho,Kericho,Piriton,respiratory,457,0.5
2023-12-25,Kericho,Kericho,Piriton,respiratory,319,0.5
2024-01-01,Kericho,Kericho,Piriton,respiratory,255,0.5
2024-01-08,Kericho,Kericho,Piriton,respiratory,306,0.5
2024-01-15,Kericho,Kericho,Piriton,respiratory,233,0.5
2024-01-22,Kericho,Kericho,Piriton,respiratory,210,0.5
2024-01-29,Kericho,Kericho,Piriton,respiratory,106,0.5
2024-02-05,Kericho,Kericho,Piriton,respiratory,119,0.5
2024-02-12,Kericho,Kericho,Piriton,respiratory,146,0.5
2024-02-19,Kericho,Kericho,Piriton,respiratory,173,0.5
2024-02-26,Kericho,Kericho,Piriton,respiratory,154,0.5
2024-03-04,Kericho,Kericho,Piriton,respiratory,199,0.5
2024-03-11,Kericho,Kericho,Piriton,respiratory,221,0.5
2024-03-18,Kericho,Kericho,Piriton,respiratory,158,0.5
2024-03-25,Kericho,Kericho,Piriton,respiratory,203,0.5
2024-04-01,Kericho,Kericho,Piriton,respiratory,153,0.5
2024-04-08,Kericho,Kericho,Piriton,respiratory,135,0.5
2024-04-15,Kericho,Kericho,Piriton,respiratory,105,0.5
2024-04-22,Kericho,Kericho,Piriton,respiratory,132,0.5
2024-04-29,Kericho,Kericho,Piriton,respiratory,98,0.5
2024-05-06,Kericho,Kericho,Piriton,respiratory,308,0.5
2024-05-13,Kericho,Kericho,Piriton,respiratory,279,0.5
2024-05-20,Kericho,Kericho,Piriton,respiratory,294,0.5
2024-05-27,Kericho,Kericho,Piriton,respiratory,224,0.5
2024-06-03,Kericho,Kericho,Piriton,respiratory,235,0.5
2024-06-10,Kericho,Kericho,Piriton,respiratory,296,0.5
2024-06-17,Kericho,Kericho,Piriton,respiratory,100,0.5
2024-06-24,Kericho,Kericho,Piriton,respiratory,152,0.5
2024-07-01,Kericho,Kericho,Piriton,respiratory,131,0.5
2024-07-08,Kericho,Kericho,Piriton,respiratory,207,0.5
2024-07-15,Kericho,Kericho,Piriton,respiratory,159,0.5
2024-07-22,Kericho,Kericho,Piriton,respiratory,215,0.5
2024-07-29,Kericho,Kericho,Piriton,respiratory,621,0.5
2024-08-05,Kericho,Kericho,Piriton,respiratory,478,0.5
2024-08-12,Kericho,Kericho,Piriton,respiratory,523,0.5
2024-08-19,Kericho,Kericho,Piriton,respiratory,431,0.5
2024-08-26,Kericho,Kericho,Piriton,respiratory,313,0.5
2024-09-02,Kericho,Kericho,Piriton,respiratory,289,0.5
2024-09-09,Kericho,Kericho,Piriton,respiratory,83,0.5
2024-09-16,Kericho,Kericho,Piriton,respiratory,123,0.5
2024-09-23,Kericho,Kericho,Piriton,respiratory,90,0.5
2024-09-30,Kericho,Kericho,Piriton,respiratory,119,0.5
2024-10-07,Kericho,Kericho,Piriton,respiratory,112,0.5
2024-10-14,Kericho,Kericho,Piriton,respiratory,129,0.5
2024-10-21,Kericho,Kericho,Piriton,respiratory,112,0.5
2024-10-28,Kericho,Kericho,Piriton,respiratory,111,0.5
2024-11-04,Kericho,Kericho,Piriton,respiratory,130,0.5
2024-11-11,Kericho,Kericho,Piriton,respiratory,149,0.5
2024-11-18,Kericho,Kericho,Piriton,respiratory,173,0.5
2024-11-25,Kericho,Kericho,Piriton,respiratory,196,0.5
2024-12-02,Kericho,Kericho,Piriton,respiratory,150,0.5
2024-12-09,Kericho,Kericho,Piriton,respiratory,221,0.5
2024-12-16,Kericho,Kericho,Piriton,respiratory,213,0.5
2024-12-23,Kericho,Kericho,Piriton,respiratory,155,0.5
2024-12-30,Kericho,Kericho,Piriton,respiratory,113,0.5
2023-01-02,Nakuru,Nakuru,Coartem,malaria,34,0.95
2023-01-09,Nakuru,Nakuru,Coartem,malaria,44,0.95
2023-01-16,Nakuru,Nakuru,Coartem,malaria,44,0.95
2023-01-23,Nakuru,Nakuru,Coartem,malaria,52,0.95
2023-01-30,Nakuru,Nakuru,Coartem,malaria,59,0.95
2023-02-06,Nakuru,Nakuru,Coartem,malaria,51,0.95
2023-02-13,Nakuru,Nakuru,Coartem,malaria,43,0.95
2023-02-20,Nakuru,Nakuru,Coartem,malaria,42,0.95
2023-02-27,Nakuru,Nakuru,Coartem,malaria,31,0.95
2023-03-06,Nakuru,Nakuru,Coartem,malaria,24,0.95
2023-03-13,Nakuru,Nakuru,Coartem,malaria,29,0.95
2023-03-20,Nakuru,Nakuru,Coartem,malaria,45,0.95
2023-03-27,Nakuru,Nakuru,Coartem,malaria,36,0.95
2023-04-03,Nakuru,Nakuru,Coartem,malaria,55,0.95
2023-04-10,Nakuru,Nakuru,Coartem,malaria,49,0.95
2023-04-17,Nakuru,Nakuru,Coartem,malaria,35,0.95
2023-04-24,Nakuru,Nakuru,Coartem,malaria,44,0.95
2023-05-01,Nakuru,Nakuru,Coartem,malaria,25,0.95
2023-05-08,Nakuru,Nakuru,Coartem,malaria,34,0.95
2023-05-15,Nakuru,Nakuru,Coartem,malaria,27,0.95
2023-05-22,Nakuru,Nakuru,Coartem,malaria,28,0.95
2023-05-29,Nakuru,Nakuru,Coartem,malaria,37,0.95
2023-06-05,Nakuru,Nakuru,Coartem,malaria,54,0.95
2023-06-12,Nakuru,Nakuru,Coartem,malaria,41,0.95
2023-06-19,Nakuru,Nakuru,Coartem,malaria,38,0.95
2023-06-26,Nakuru,Nakuru,Coartem,malaria,54,0.95
2023-07-03,Nakuru,Nakuru,Coartem,malaria,54,0.95
2023-07-10,Nakuru,Nakuru,Coartem,malaria,37,0.95
2023-07-17,Nakuru,Nakuru,Coartem,malaria,35,0.95
2023-07-24,Nakuru,Nakuru,Coartem,malaria,29,0.95
2023-07-31,Nakuru,Nakuru,Coartem,malaria,27,0.95
2023-08-07,Nakuru,Nakuru,Coartem,malaria,34,0.95
2023-08-14,Nakuru,Nakuru,Coartem,malaria,49,0.95
2023-08-21,Nakuru,Nakuru,Coartem,malaria,56,0.95
2023-08-28,Nakuru,Nakuru,Coartem,malaria,49,0.95
2023-09-04,Nakuru,Nakuru,Coartem,malaria,39,0.95
2023-09-11,Nakuru,Nakuru,Coartem,malaria,54,0.95
2023-09-18,Nakuru,Nakuru,Coartem,malaria,34,0.95
2023-09-25,Nakuru,Nakuru,Coartem,malaria,29,0.95
2023-10-02,Nakuru,Nakuru,Coartem,malaria,25,0.95
2023-10-09,Nakuru,Nakuru,Coartem,malaria,38,0.95
2023-10-16,Nakuru,Nakuru,Coartem,malaria,41,0.95
2023-10-23,Nakuru,Nakuru,Coartem,malaria,44,0.95
2023-10-30,Nakuru,Nakuru,Coartem,malaria,48,0.95
2023-11-06,Nakuru,Nakuru,Coartem,malaria,46,0.95
2023-11-13,Nakuru,Nakuru,Coartem,malaria,48,0.95
2023-11-20,Nakuru,Nakuru,Coartem,malaria,26,0.95
2023-11-27,Nakuru,Nakuru,Coartem,malaria,74,0.95
2023-12-04,Nakuru,Nakuru,Coartem,malaria,67,0.95
2023-12-11,Nakuru,Nakuru,Coartem,malaria,42,0.95
2023-12-18,Nakuru,Nakuru,Coartem,malaria,68,0.95
2023-12-25,Nakuru,Nakuru,Coartem,malaria,75,0.95
2024-01-01,Nakuru,Nakuru,Coartem,malaria,81,0.95
2024-01-08,Nakuru,Nakuru,Coartem,malaria,114,0.95
2024-01-15,Nakuru,Nakuru,Coartem,malaria,97,0.95
2024-01-22,Nakuru,Nakuru,Coartem,malaria,109,0.95
2024-01-29,Nakuru,Nakuru,Coartem,malaria,113,0.95
2024-02-05,Nakuru,Nakuru,Coartem,malaria,104,0.95
2024-02-12,Nakuru,Nakuru,Coartem,malaria,316,0.95
2024-02-19,Nakuru,Nakuru,Coartem,malaria,96,0.95
2024-02-26,Nakuru,Nakuru,Coartem,malaria,75,0.95
2024-03-04,Nakuru,Nakuru,Coartem,malaria,78,0.95
2024-03-11,Nakuru,Nakuru,Coartem,malaria,99,0.95
2024-03-18,Nakuru,Nakuru,Coartem,malaria,95,0.95
2024-03-25,Nakuru,Nakuru,Coartem,malaria,47,0.95
2024-04-01,Nakuru,Nakuru,Coartem,malaria,40,0.95
2024-04-08,Nakuru,Nakuru,Coartem,malaria,47,0.95
2024-04-15,Nakuru,Nakuru,Coartem,malaria,50,0.95
2024-04-22,Nakuru,Nakuru,Coartem,malaria,41,0.95
2024-04-29,Nakuru,Nakuru,Coartem,malaria,39,0.95
2024-05-06,Nakuru,Nakuru,Coartem,malaria,28,0.95
2024-05-13,Nakuru,Nakuru,Coartem,malaria,23,0.95
2024-05-20,Nakuru,Nakuru,Coartem,malaria,30,0.95
2024-05-27,Nakuru,Nakuru,Coartem,malaria,33,0.95
2024-06-03,Nakuru,Nakuru,Coartem,malaria,40,0.95
2024-06-10,Nakuru,Nakuru,Coartem,malaria,34,0.95
2024-06-17,Nakuru,Nakuru,Coartem,malaria,42,0.95
2024-06-24,Nakuru,Nakuru,Coartem,malaria,43,0.95
2024-07-01,Nakuru,Nakuru,Coartem,malaria,40,0.95
2024-07-08,Nakuru,Nakuru,Coartem,malaria,35,0.95
2024-07-15,Nakuru,Nakuru,Coartem,malaria,30,0.95
2024-07-22,Nakuru,Nakuru,Coartem,malaria,26,0.95
2024-07-29,Nakuru,Nakuru,Coartem,malaria,35,0.95
2024-08-05,Nakuru,Nakuru,Coartem,malaria,33,0.95
2024-08-12,Nakuru,Nakuru,Coartem,malaria,34,0.95
2024-08-19,Nakuru,Nakuru,Coartem,malaria,61,0.95
2024-08-26,Nakuru,Nakuru,Coartem,malaria,69,0.95
2024-09-02,Nakuru,Nakuru,Coartem,malaria,68,0.95
2024-09-09,Nakuru,Nakuru,Coartem,malaria,60,0.95
2024-09-16,Nakuru,Nakuru,Coartem,malaria,48,0.95
2024-09-23,Nakuru,Nakuru,Coartem,malaria,46,0.95
2024-09-30,Nakuru,Nakuru,Coartem,malaria,25,0.95
2024-10-07,Nakuru,Nakuru,Coartem,malaria,33,0.95
2024-10-14,Nakuru,Nakuru,Coartem,malaria,34,0.95
2024-10-21,Nakuru,Nakuru,Coartem,malaria,39,0.95
2024-10-28,Nakuru,Nakuru,Coartem,malaria,38,0.95
2024-11-04,Nakuru,Nakuru,Coartem,malaria,45,0.95
2024-11-11,Nakuru,Nakuru,Coartem,malaria,39,0.95
2024-11-18,Nakuru,Nakuru,Coartem,malaria,45,0.95
2024-11-25,Nakuru,Nakuru,Coartem,malaria,27,0.95
2024-12-02,Nakuru,Nakuru,Coartem,malaria,29,0.95
2024-12-09,Nakuru,Nakuru,Coartem,malaria,25,0.95
2024-12-16,Nakuru,Nakuru,Coartem,malaria,32,0.95
2024-12-23,Nakuru,Nakuru,Coartem,malaria,52,0.95
2024-12-30,Nakuru,Nakuru,Coartem,malaria,32,0.95
2023-01-02,Nakuru,Nakuru,Panadol,malaria,98,0.4
2023-01-09,Nakuru,Nakuru,Panadol,malaria,120,0.4
2023-01-16,Nakuru,Nakuru,Panadol,malaria,123,0.4
2023-01-23,Nakuru,Nakuru,Panadol,malaria,154,0.4
2023-01-30,Nakuru,Nakuru,Panadol,malaria,143,0.4
2023-02-06,Nakuru,Nakuru,Panadol,malaria,172,0.4
2023-02-13,Nakuru,Nakuru,Panadol,malaria,156,0.4
2023-02-20,Nakuru,Nakuru,Panadol,malaria,115,0.4
2023-02-27,Nakuru,Nakuru,Panadol,malaria,125,0.4
2023-03-06,Nakuru,Nakuru,Panadol,malaria,110,0.4
2023-03-13,Nakuru,Nakuru,Panadol,malaria,121,0.4
2023-03-20,Nakuru,Nakuru,Panadol,malaria,85,0.4
2023-03-27,Nakuru,Nakuru,Panadol,malaria,202,0.4
2023-04-03,Nakuru,Nakuru,Panadol,malaria,186,0.4
2023-04-10,Nakuru,Nakuru,Panadol,malaria,221,0.4
2023-04-17,Nakuru,Nakuru,Panadol,malaria,194,0.4
2023-04-24,Nakuru,Nakuru,Panadol,malaria,186,0.4
2023-05-01,Nakuru,Nakuru,Panadol,malaria,142,0.4
2023-05-08,Nakuru,Nakuru,Panadol,malaria,111,0.4
2023-05-15,Nakuru,Nakuru,Panadol,malaria,95,0.4
2023-05-22,Nakuru,Nakuru,Panadol,malaria,103,0.4
2023-05-29,Nakuru,Nakuru,Panadol,malaria,147,0.4
2023-06-05,Nakuru,Nakuru,Panadol,malaria,94,0.4
2023-06-12,Nakuru,Nakuru,Panadol,malaria,168,0.4
2023-06-19,Nakuru,Nakuru,Panadol,malaria,205,0.4
2023-06-26,Nakuru,Nakuru,Panadol,malaria,169,0.4
2023-07-03,Nakuru,Nakuru,Panadol,malaria,196,0.4
2023-07-10,Nakuru,Nakuru,Panadol,malaria,132,0.4
2023-07-17,Nakuru,Nakuru,Panadol,malaria,132,0.4
2023-07-24,Nakuru,Nakuru,Panadol,malaria,78,0.4
2023-07-31,Nakuru,Nakuru,Panadol,malaria,132,0.4
2023-08-07,Nakuru,Nakuru,Panadol,malaria,142,0.4
2023-08-14,Nakuru,Nakuru,Panadol,malaria,150,0.4
2023-08-21,Nakuru,Nakuru,Panadol,malaria,103,0.4
2023-08-28,Nakuru,Nakuru,Panadol,malaria,164,0.4
2023-09-04,Nakuru,Nakuru,Panadol,malaria,172,0.4
2023-09-11,Nakuru,Nakuru,Panadol,malaria,175,0.4
2023-09-18,Nakuru,Nakuru,Panadol,malaria,170,0.4
2023-09-25,Nakuru,Nakuru,Panadol,malaria,150,0.4
2023-10-02,Nakuru,Nakuru,Panadol,malaria,107,0.4
2023-10-09,Nakuru,Nakuru,Panadol,malaria,105,0.4
2023-10-16,Nakuru,Nakuru,Panadol,malaria,131,0.4
2023-10-23,Nakuru,Nakuru,Panadol,malaria,173,0.4
2023-10-30,Nakuru,Nakuru,Panadol,malaria,180,0.4
2023-11-06,Nakuru,Nakuru,Panadol,malaria,213,0.4
2023-11-13,Nakuru,Nakuru,Panadol,malaria,229,0.4
2023-11-20,Nakuru,Nakuru,Panadol,malaria,208,0.4
2023-11-27,Nakuru,Nakuru,Panadol,malaria,168,0.4
2023-12-04,Nakuru,Nakuru,Panadol,malaria,124,0.4
2023-12-11,Nakuru,Nakuru,Panadol,malaria,108,0.4
2023-12-18,Nakuru,Nakuru,Panadol,malaria,144,0.4
2023-12-25,Nakuru,Nakuru,Panadol,malaria,135,0.4
2024-01-01,Nakuru,Nakuru,Panadol,malaria,106,0.4
2024-01-08,Nakuru,Nakuru,Panadol,malaria,122,0.4
2024-01-15,Nakuru,Nakuru,Panadol,malaria,135,0.4
2024-01-22,Nakuru,Nakuru,Panadol,malaria,132,0.4
2024-01-29,Nakuru,Nakuru,Panadol,malaria,487,0.4
2024-02-05,Nakuru,Nakuru,Panadol,malaria,390,0.4
2024-02-12,Nakuru,Nakuru,Panadol,malaria,377,0.4
2024-02-19,Nakuru,Nakuru,Panadol,malaria,417,0.4
2024-02-26,Nakuru,Nakuru,Panadol,malaria,324,0.4
2024-03-04,Nakuru,Nakuru,Panadol,malaria,263,0.4
2024-03-11,Nakuru,Nakuru,Panadol,malaria,139,0.4
2024-03-18,Nakuru,Nakuru,Panadol,malaria,155,0.4
2024-03-25,Nakuru,Nakuru,Panadol,malaria,191,0.4
2024-04-01,Nakuru,Nakuru,Panadol,malaria,169,0.4
2024-04-08,Nakuru,Nakuru,Panadol,malaria,212,0.4
2024-04-15,Nakuru,Nakuru,Panadol,malaria,176,0.4
2024-04-22,Nakuru,Nakuru,Panadol,malaria,159,0.4
2024-04-29,Nakuru,Nakuru,Panadol,malaria,168,0.4
2024-05-06,Nakuru,Nakuru,Panadol,malaria,100,0.4
2024-05-13,Nakuru,Nakuru,Panadol,malaria,117,0.4
2024-05-20,Nakuru,Nakuru,Panadol,malaria,110,0.4
2024-05-27,Nakuru,Nakuru,Panadol,malaria,112,0.4
2024-06-03,Nakuru,Nakuru,Panadol,malaria,171,0.4
2024-06-10,Nakuru,Nakuru,Panadol,malaria,158,0.4
2024-06-17,Nakuru,Nakuru,Panadol,malaria,223,0.4
2024-06-24,Nakuru,Nakuru,Panadol,malaria,156,0.4
2024-07-01,Nakuru,Nakuru,Panadol,malaria,163,0.4
2024-07-08,Nakuru,Nakuru,Panadol,malaria,108,0.4
2024-07-15,Nakuru,Nakuru,Panadol,malaria,129,0.4
2024-07-22,Nakuru,Nakuru,Panadol,malaria,80,0.4
2024-07-29,Nakuru,Nakuru,Panadol,malaria,127,0.4
2024-08-05,Nakuru,Nakuru,Panadol,malaria,129,0.4
2024-08-12,Nakuru,Nakuru,Panadol,malaria,108,0.4
2024-08-19,Nakuru,Nakuru,Panadol,malaria,170,0.4
2024-08-26,Nakuru,Nakuru,Panadol,malaria,300,0.4
2024-09-02,Nakuru,Nakuru,Panadol,malaria,327,0.4
2024-09-09,Nakuru,Nakuru,Panadol,malaria,332,0.4
2024-09-16,Nakuru,Nakuru,Panadol,malaria,307,0.4
2024-09-23,Nakuru,Nakuru,Panadol,malaria,225,0.4
2024-09-30,Nakuru,Nakuru,Panadol,malaria,162,0.4
2024-10-07,Nakuru,Nakuru,Panadol,malaria,90,0.4
2024-10-14,Nakuru,Nakuru,Panadol,malaria,142,0.4
2024-10-21,Nakuru,Nakuru,Panadol,malaria,336,0.4
2024-10-28,Nakuru,Nakuru,Panadol,malaria,339,0.4
2024-11-04,Nakuru,Nakuru,Panadol,malaria,391,0.4
2024-11-11,Nakuru,Nakuru,Panadol,malaria,408,0.4
2024-11-18,Nakuru,Nakuru,Panadol,malaria,285,0.4
2024-11-25,Nakuru,Nakuru,Panadol,malaria,252,0.4
2024-12-02,Nakuru,Nakuru,Panadol,malaria,113,0.4
2024-12-09,Nakuru,Nakuru,Panadol,malaria,82,0.4
2024-12-16,Nakuru,Nakuru,Panadol,malaria,87,0.4
2024-12-23,Nakuru,Nakuru,Panadol,malaria,117,0.4
2024-12-30,Nakuru,Nakuru,Panadol,malaria,94,0.4
2023-01-02,Nakuru,Nakuru,Flagyl,gi,96,0.85
2023-01-09,Nakuru,Nakuru,Flagyl,gi,91,0.85
2023-01-16,Nakuru,Nakuru,Flagyl,gi,93,0.85
2023-01-23,Nakuru,Nakuru,Flagyl,gi,129,0.85
2023-01-30,Nakuru,Nakuru,Flagyl,gi,130,0.85
2023-02-06,Nakuru,Nakuru,Flagyl,gi,371,0.85
2023-02-13,Nakuru,Nakuru,Flagyl,gi,261,0.85
2023-02-20,Nakuru,Nakuru,Flagyl,gi,253,0.85
2023-02-27,Nakuru,Nakuru,Flagyl,gi,173,0.85
2023-03-06,Nakuru,Nakuru,Flagyl,gi,182,0.85
2023-03-13,Nakuru,Nakuru,Flagyl,gi,263,0.85
2023-03-20,Nakuru,Nakuru,Flagyl,gi,91,0.85
2023-03-27,Nakuru,Nakuru,Flagyl,gi,117,0.85
2023-04-03,Nakuru,Nakuru,Flagyl,gi,110,0.85
